co_municipio,co_ibge,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estado,ideb_meta,etapa
4211108,421110,Monte Castelo,SC,2023,Municipal,219.17,204.34,5.861959,5.8,,,Anos Iniciais
4211306,421130,Navegantes,SC,2023,Municipal,222.99,213.7,6.105042,5.8,,,Anos Iniciais
4212700,421270,Petrolândia,SC,2023,Municipal,223.41,211.39,6.071057,5.8,,,Anos Iniciais
4212809,421280,Balneário Piçarras,SC,2023,Municipal,223.41,213.44,6.10833,5.8,,,Anos Iniciais
4213500,421350,Porto Belo,SC,2023,Municipal,220.45,212.4,6.032932,5.8,,,Anos Iniciais
4213708,421370,Pouso Redondo,SC,2023,Municipal,223.48,209.84,6.044211,5.8,,,Anos Iniciais
4214003,421400,Presidente Getúlio,SC,2023,Municipal,223.39,207.41,5.998312,5.8,,,Anos Iniciais
4215687,421568,Santa Terezinha do Progresso,SC,2023,Municipal,241.43,201.03,6.226586,5.8,,,Anos Iniciais
4215703,421570,Santo Amaro da Imperatriz,SC,2023,Municipal,225.47,212.52,6.130915,5.8,,,Anos Iniciais
4217709,421770,Sombrio,SC,2023,Municipal,220.24,211.73,6.016743,5.8,,,Anos Iniciais
4219176,421917,Vargem Bonita,SC,2023,Municipal,218.34,200.63,5.778665,5.8,,,Anos Iniciais
4301602,430160,Bagé,RS,2023,Municipal,221.48,214.97,6.099316,5.8,,,Anos Iniciais
4303004,430300,Cachoeira do Sul,RS,2023,Municipal,224.87,217.21,6.204738,5.8,,,Anos Iniciais
4303509,430350,Camaquã,RS,2023,Municipal,221.27,211.27,6.028035,5.8,,,Anos Iniciais
4305371,430537,Charrua,RS,2023,Municipal,224.73,209.85,6.068248,5.8,,,Anos Iniciais
4305405,430540,Chiapetta,RS,2023,Municipal,213.26,213.26,5.911355,5.8,,,Anos Iniciais
4305702,430570,Condor,RS,2023,Municipal,225.34,216.83,6.206798,5.8,,,Anos Iniciais
4308003,430800,Faxinal do Soturno,RS,2023,Municipal,208.23,214.22,5.832817,5.8,,,Anos Iniciais
4308508,430850,Frederico Westphalen,RS,2023,Municipal,218.65,209.2,5.940399,5.8,,,Anos Iniciais
4309001,430900,Giruá,RS,2023,Municipal,211.7,210.56,5.832493,5.8,,,Anos Iniciais
4312401,431240,Montenegro,RS,2023,Municipal,223.07,214.13,6.114387,5.8,,,Anos Iniciais
4312807,431280,Nova Araçá,RS,2023,Municipal,220.29,203.76,5.872788,5.8,,,Anos Iniciais
4316907,431690,Santa Maria,RS,2023,Municipal,223.29,215.53,6.14404,5.8,,,Anos Iniciais
4318804,431880,São Lourenço do Sul,RS,2023,Municipal,228.99,216.23,6.265545,5.8,,,Anos Iniciais
4320008,432000,Sapucaia do Sul,RS,2023,Municipal,221.39,217.13,6.136871,5.8,,,Anos Iniciais
5001243,500124,Aral Moreira,MS,2023,Municipal,216.16,201.76,5.757607,5.8,,,Anos Iniciais
5003801,500380,Fátima do Sul,MS,2023,Municipal,224.88,214.37,6.153292,5.8,,,Anos Iniciais
5006275,500627,Paraíso das Águas,MS,2023,Municipal,221.1,212.27,6.042973,5.8,,,Anos Iniciais
5101258,510125,Araputanga,MT,2023,Municipal,216.19,204.95,5.81618,5.8,,,Anos Iniciais
5103403,510340,Cuiabá,MT,2023,Municipal,214.76,207.38,5.833071,5.8,,,Anos Iniciais
5103700,510370,Feliz Natal,MT,2023,Municipal,217.89,204.32,5.837168,5.8,,,Anos Iniciais
5105176,510517,Juruena,MT,2023,Municipal,220.31,215.18,6.080806,5.8,,,Anos Iniciais
5105580,510558,Marcelândia,MT,2023,Municipal,216.73,202.98,5.790667,5.8,,,Anos Iniciais
5106190,510619,Nova Santa Helena,MT,2023,Municipal,223.53,202.65,5.914438,5.8,,,Anos Iniciais
5106307,510630,Paranatinga,MT,2023,Municipal,214.92,207.86,5.844852,5.8,,,Anos Iniciais
5106851,510685,Porto Estrela,MT,2023,Municipal,224.51,196.52,5.821686,5.8,,,Anos Iniciais
5107040,510704,Primavera do Leste,MT,2023,Municipal,215.87,207.14,5.849891,5.8,,,Anos Iniciais
5107180,510718,Ribeirão Cascalheira,MT,2023,Municipal,216.7,203.95,5.807731,5.8,,,Anos Iniciais
5107941,510794,Tabaporã,MT,2023,Municipal,216.88,201.58,5.768075,5.8,,,Anos Iniciais
5203401,520340,Bom Jardim de Goiás,GO,2023,Municipal,218.4,202.17,5.80781,5.8,,,Anos Iniciais
5203609,520360,Brazabrantes,GO,2023,Municipal,212.71,207.54,5.796858,5.8,,,Anos Iniciais
5204201,520420,Cachoeira de Goiás,GO,2023,Municipal,218.17,203.62,5.829784,5.8,,,Anos Iniciais
5206305,520630,Cristianópolis,GO,2023,Municipal,217.03,205.0,5.833119,5.8,,,Anos Iniciais
5208152,520815,Gameleira de Goiás,GO,2023,Municipal,218.12,214.78,6.031739,5.8,,,Anos Iniciais
5210109,521010,Ipameri,GO,2023,Municipal,214.45,206.81,5.816792,5.8,,,Anos Iniciais
5212600,521260,Mairipotaba,GO,2023,Municipal,220.78,198.37,5.784139,5.8,,,Anos Iniciais
5219209,521920,Santa Cruz de Goiás,GO,2023,Municipal,223.9,206.61,5.993499,5.8,,,Anos Iniciais
5220686,522068,Simolândia,GO,2023,Municipal,216.34,211.35,5.935406,5.8,,,Anos Iniciais
3300100,330010,Angra dos Reis,RJ,2023,Municipal,217.17,203.57,5.809791,5.7,32,,Anos Iniciais
3300506,330050,Bom Jardim,RJ,2023,Municipal,222.17,217.35,6.155756,5.7,33,,Anos Iniciais
3302700,330270,Maricá,RJ,2023,Municipal,215.38,203.76,5.779085,5.7,34,,Anos Iniciais
3303104,330310,Natividade,RJ,2023,Municipal,213.46,204.69,5.759353,5.7,35,,Anos Iniciais
3303609,330360,Paracambi,RJ,2023,Municipal,229.21,219.23,6.324289,5.7,36,,Anos Iniciais
3303906,330390,Petrópolis,RJ,2023,Municipal,219.37,210.6,5.979594,5.7,37,,Anos Iniciais
3200805,320080,Baixo Guandu,ES,2023,Municipal,216.48,207.11,5.860987,5.7,68,,Anos Iniciais
3201308,320130,Cariacica,ES,2023,Municipal,215.87,206.14,5.831709,5.7,69,,Anos Iniciais
3202207,320220,Fundão,ES,2023,Municipal,219.79,210.03,5.977246,5.7,70,,Anos Iniciais
3202553,320255,Ibitirama,ES,2023,Municipal,211.94,205.32,5.7418,5.7,71,,Anos Iniciais
3502309,350230,Anhembi,SP,2023,Municipal,214.19,202.7,5.737103,5.7,571,,Anos Iniciais
3503000,350300,Aramina,SP,2023,Municipal,218.25,212.85,5.999129,5.7,572,,Anos Iniciais
3509403,350940,Cajuru,SP,2023,Municipal,211.28,202.02,5.669205,5.7,573,,Anos Iniciais
3510609,351060,Carapicuíba,SP,2023,Municipal,213.48,203.05,5.729917,5.7,574,,Anos Iniciais
3515152,351515,Engenheiro Coelho,SP,2023,Municipal,229.27,209.19,6.142889,5.7,575,,Anos Iniciais
3518107,351810,Guarantã,SP,2023,Municipal,216.96,199.65,5.734511,5.7,576,,Anos Iniciais
3524907,352490,Jambeiro,SP,2023,Municipal,225.95,217.72,6.234621,5.7,577,,Anos Iniciais
3525201,352520,Jarinu,SP,2023,Municipal,212.84,203.22,5.720794,5.7,578,,Anos Iniciais
3527207,352720,Lorena,SP,2023,Municipal,222.18,208.76,5.999765,5.7,579,,Anos Iniciais
3528403,352840,Mairinque,SP,2023,Municipal,219.14,206.36,5.898114,5.7,580,,Anos Iniciais
3529104,352910,Marinópolis,SP,2023,Municipal,206.63,206.44,5.660828,5.7,581,,Anos Iniciais
3540259,354025,Pontalinda,SP,2023,Municipal,223.05,201.31,5.880914,5.7,582,,Anos Iniciais
3547601,354760,Santa Rosa de Viterbo,SP,2023,Municipal,219.86,205.77,5.901127,5.7,583,,Anos Iniciais
3550605,355060,São Roque,SP,2023,Municipal,216.86,207.05,5.867148,5.7,584,,Anos Iniciais
3551009,355100,São Vicente,SP,2023,Municipal,216.18,202.69,5.774898,5.7,585,,Anos Iniciais
1100072,110007,Corumbiara,RO,2023,Municipal,233.36,215.31,6.332215,5.7,,,Anos Iniciais
1100155,110015,Ouro Preto do Oeste,RO,2023,Municipal,220.51,211.53,6.018259,5.7,,,Anos Iniciais
1100189,110018,Pimenta Bueno,RO,2023,Municipal,218.86,205.54,5.877861,5.7,,,Anos Iniciais
1101435,110143,Nova União,RO,2023,Municipal,224.82,209.14,6.057056,5.7,,,Anos Iniciais
1101559,110155,Teixeirópolis,RO,2023,Municipal,220.24,203.74,5.87147,5.7,,,Anos Iniciais
1400100,140010,Boa Vista,RR,2023,Municipal,219.11,205.3,5.878269,5.7,,,Anos Iniciais
1501758,150175,Brejo Grande do Araguaia,PA,2023,Municipal,218.18,201.05,5.783248,5.7,,,Anos Iniciais
1502772,150277,Curionópolis,PA,2023,Municipal,216.12,200.59,5.735571,5.7,,,Anos Iniciais
1701002,170100,Ananás,TO,2023,Municipal,220.98,204.44,5.898319,5.7,,,Anos Iniciais
1712454,171245,Luzinópolis,TO,2023,Municipal,214.76,205.35,5.796162,5.7,,,Anos Iniciais
1718402,171840,Presidente Kennedy,TO,2023,Municipal,217.54,209.98,5.933398,5.7,,,Anos Iniciais
2100105,210010,Afonso Cunha,MA,2023,Municipal,222.25,200.72,5.85492,5.7,,,Anos Iniciais
2103802,210380,Dom Pedro,MA,2023,Municipal,214.45,203.33,5.753519,5.7,,,Anos Iniciais
2105948,210594,Lago dos Rodrigues,MA,2023,Municipal,208.29,209.63,5.750507,5.7,,,Anos Iniciais
2110609,211060,São Bernardo,MA,2023,Municipal,212.57,205.03,5.74855,5.7,,,Anos Iniciais
2111201,211120,São José de Ribamar,MA,2023,Municipal,209.6,206.46,5.717871,5.7,,,Anos Iniciais
2201051,220105,Assunção do Piauí,PI,2023,Municipal,222.69,202.9,5.902953,5.7,,,Anos Iniciais
2202059,220205,Cabeceiras do Piauí,PI,2023,Municipal,205.94,207.56,5.668024,5.7,,,Anos Iniciais
2202737,220273,Coivaras,PI,2023,Municipal,220.27,201.97,5.839861,5.7,,,Anos Iniciais
2203271,220327,Curral Novo do Piauí,PI,2023,Municipal,210.6,203.0,5.674046,5.7,,,Anos Iniciais
2210300,221030,São Julião,PI,2023,Municipal,209.25,203.4,5.655555,5.7,,,Anos Iniciais
2301851,230185,Banabuiú,CE,2023,Municipal,214.43,204.08,5.766774,5.7,,,Anos Iniciais
2302909,230290,Capistrano,CE,2023,Municipal,208.52,203.91,5.650897,5.7,,,Anos Iniciais
2304277,230427,Ereré,CE,2023,Municipal,211.14,204.65,5.714351,5.7,,,Anos Iniciais
2305506,230550,Iguatu,CE,2023,Municipal,209.92,205.07,5.698705,5.7,,,Anos Iniciais
2308302,230830,Milagres,CE,2023,Municipal,213.18,199.49,5.659464,5.7,,,Anos Iniciais
2311355,231135,Quixelô,CE,2023,Municipal,217.06,199.24,5.728965,5.7,,,Anos Iniciais
2312106,231210,Santana do Cariri,CE,2023,Municipal,213.72,202.02,5.71577,5.7,,,Anos Iniciais
2402402,240240,Carnaúba dos Dantas,RN,2023,Municipal,223.28,197.04,5.807667,5.7,,,Anos Iniciais
2403103,240310,Currais Novos,RN,2023,Municipal,212.82,205.58,5.763321,5.7,,,Anos Iniciais
2410702,241070,Riacho da Cruz,RN,2023,Municipal,214.35,210.31,5.87852,5.7,,,Anos Iniciais
2500734,250073,Amparo,PB,2023,Municipal,215.91,208.68,5.878654,5.7,,,Anos Iniciais
2503209,250320,Cabedelo,PB,2023,Municipal,212.13,206.33,5.76379,5.7,,,Anos Iniciais
2503704,250370,Cajazeiras,PB,2023,Municipal,212.35,203.27,5.712352,5.7,,,Anos Iniciais
2510501,251050,Olivedos,PB,2023,Municipal,218.26,203.69,5.832774,5.7,,,Anos Iniciais
2513901,251390,São Bento,PB,2023,Municipal,221.7,206.62,5.951696,5.7,,,Anos Iniciais
2514008,251400,São João do Cariri,PB,2023,Municipal,214.65,202.87,5.748972,5.7,,,Anos Iniciais
2514206,251420,São José da Lagoa Tapada,PB,2023,Municipal,219.5,201.38,5.814439,5.7,,,Anos Iniciais
2514503,251450,São José de Piranhas,PB,2023,Municipal,217.1,204.32,5.822092,5.7,,,Anos Iniciais
2514701,251470,São José do Sabugi,PB,2023,Municipal,212.23,204.77,5.737334,5.7,,,Anos Iniciais
2601201,260120,Arcoverde,PE,2023,Municipal,214.96,203.7,5.769979,5.7,,,Anos Iniciais
2604007,260400,Carpina,PE,2023,Municipal,216.33,207.18,5.859397,5.7,,,Anos Iniciais
2613503,261350,São José do Belmonte,PE,2023,Municipal,213.22,202.5,5.714955,5.7,,,Anos Iniciais
2703502,270350,Jacuípe,AL,2023,Municipal,213.21,201.86,5.703128,5.7,,,Anos Iniciais
2704708,270470,Marechal Deodoro,AL,2023,Municipal,214.1,199.29,5.673385,5.7,,,Anos Iniciais
2705200,270520,Messias,AL,2023,Municipal,211.62,204.3,5.717148,5.7,,,Anos Iniciais
2706000,270600,Olivença,AL,2023,Municipal,213.34,199.0,5.653609,5.7,,,Anos Iniciais
2706307,270630,Palmeira dos Índios,AL,2023,Municipal,212.71,200.6,5.670677,5.7,,,Anos Iniciais
2706406,270640,Pão de Açúcar,AL,2023,Municipal,215.39,197.52,5.665822,5.7,,,Anos Iniciais
2706422,270642,Pariconha,AL,2023,Municipal,213.1,200.69,5.679756,5.7,,,Anos Iniciais
2708402,270840,São José da Tapera,AL,2023,Municipal,217.53,202.38,5.795025,5.7,,,Anos Iniciais
2709400,270940,Viçosa,AL,2023,Municipal,219.52,202.98,5.843911,5.7,,,Anos Iniciais
2905156,290515,Caetanos,BA,2023,Municipal,213.4,209.53,5.846208,5.7,,,Anos Iniciais
2917201,291720,Ituaçu,BA,2023,Municipal,220.72,201.74,5.844266,5.7,,,Anos Iniciais
2923902,292390,Pau Brasil,BA,2023,Municipal,214.71,206.73,5.820299,5.7,,,Anos Iniciais
2933455,293345,Wanderley,BA,2023,Municipal,218.16,209.35,5.933775,5.7,,,Anos Iniciais
3102704,310270,Cachoeira de Pajeú,MG,2023,Municipal,215.15,201.95,5.741787,5.7,,,Anos Iniciais
3103751,310375,Araporã,MG,2023,Municipal,227.79,210.88,6.145372,5.7,,,Anos Iniciais
3104403,310440,Argirita,MG,2023,Municipal,237.58,211.13,6.336749,5.7,,,Anos Iniciais
3104502,310450,Arinos,MG,2023,Municipal,207.39,207.01,5.685695,5.7,,,Anos Iniciais
3106705,310670,Betim,MG,2023,Municipal,217.87,210.23,5.944241,5.7,,,Anos Iniciais
3106804,310680,Bias Fortes,MG,2023,Municipal,220.94,200.2,5.820465,5.7,,,Anos Iniciais
3109303,310930,Buritis,MG,2023,Municipal,212.43,203.27,5.713879,5.7,,,Anos Iniciais
3110509,311050,Camanducaia,MG,2023,Municipal,215.22,205.94,5.815668,5.7,,,Anos Iniciais
3111101,311110,Campina Verde,MG,2023,Municipal,215.19,201.83,5.740368,5.7,,,Anos Iniciais
3111150,311115,Campo Azul,MG,2023,Municipal,214.14,200.17,5.690149,5.7,,,Anos Iniciais
3111408,311140,Campo Florido,MG,2023,Municipal,218.93,201.74,5.810106,5.7,,,Anos Iniciais
3125705,312570,Felixlândia,MG,2023,Municipal,221.2,210.62,6.014881,5.7,,,Anos Iniciais
3126208,312620,Formoso,MG,2023,Municipal,215.5,197.59,5.669194,5.7,,,Anos Iniciais
3135605,313560,Jequitaí,MG,2023,Municipal,209.88,205.7,5.709396,5.7,,,Anos Iniciais
3136652,313665,Juatuba,MG,2023,Municipal,214.4,209.67,5.867838,5.7,,,Anos Iniciais
3139201,313920,Malacacheta,MG,2023,Municipal,216.09,204.19,5.800453,5.7,,,Anos Iniciais
3139250,313925,Mamonas,MG,2023,Municipal,215.42,198.12,5.677303,5.7,,,Anos Iniciais
3139409,313940,Manhuaçu,MG,2023,Municipal,214.5,202.5,5.739382,5.7,,,Anos Iniciais
3140308,314030,Marliéria,MG,2023,Municipal,214.55,201.67,5.725246,5.7,,,Anos Iniciais
3141009,314100,Mato Verde,MG,2023,Municipal,216.63,198.64,5.709849,5.7,,,Anos Iniciais
3142106,314210,Miradouro,MG,2023,Municipal,220.84,201.69,5.845647,5.7,,,Anos Iniciais
3145703,314570,Oliveira Fortes,MG,2023,Municipal,212.23,203.68,5.717516,5.7,,,Anos Iniciais
3148707,314870,Pedra Azul,MG,2023,Municipal,213.32,201.12,5.691772,5.7,,,Anos Iniciais
3149606,314960,Pequi,MG,2023,Municipal,217.16,201.72,5.775964,5.7,,,Anos Iniciais
3152131,315213,Ponto Chique,MG,2023,Municipal,207.41,206.81,5.682441,5.7,,,Anos Iniciais
3154804,315480,Rio Acima,MG,2023,Municipal,215.78,212.32,5.942355,5.7,,,Anos Iniciais
3155504,315550,Rio Paranaíba,MG,2023,Municipal,215.91,199.07,5.703927,5.7,,,Anos Iniciais
3156502,315650,Rubelita,MG,2023,Municipal,213.29,199.84,5.667927,5.7,,,Anos Iniciais
3159803,315980,Santa Vitória,MG,2023,Municipal,213.7,202.85,5.730479,5.7,,,Anos Iniciais
3161106,316110,São Francisco,MG,2023,Municipal,217.87,205.02,5.849514,5.7,,,Anos Iniciais
3161304,316130,São Francisco de Sales,MG,2023,Municipal,214.33,201.84,5.724138,5.7,,,Anos Iniciais
3162807,316280,São João Evangelista,MG,2023,Municipal,213.95,201.55,5.711613,5.7,,,Anos Iniciais
3163003,316300,São José da Safira,MG,2023,Municipal,220.11,196.4,5.735534,5.7,,,Anos Iniciais
3165578,316557,Senador Amaral,MG,2023,Municipal,217.2,198.88,5.725091,5.7,,,Anos Iniciais
3168200,316820,Tapiraí,MG,2023,Municipal,211.78,210.84,5.83911,5.7,,,Anos Iniciais
3169604,316960,Tupaciguara,MG,2023,Municipal,210.25,205.52,5.713185,5.7,,,Anos Iniciais
3170404,317040,Unaí,MG,2023,Municipal,209.59,206.08,5.710771,5.7,,,Anos Iniciais
3170800,317080,Várzea da Palma,MG,2023,Municipal,213.79,201.68,5.710924,5.7,,,Anos Iniciais
4100103,410010,Abatiá,PR,2023,Municipal,217.21,206.83,5.869827,5.7,,,Anos Iniciais
4102802,410280,Bela Vista do Paraíso,PR,2023,Municipal,219.16,211.01,5.983041,5.7,,,Anos Iniciais
4109807,410980,Ibiporã,PR,2023,Municipal,227.63,216.11,6.237409,5.7,,,Anos Iniciais
4115507,411550,Marumbi,PR,2023,Municipal,210.2,220.71,5.988412,5.7,,,Anos Iniciais
4126256,412625,Sarandi,PR,2023,Municipal,227.19,215.22,6.212831,5.7,,,Anos Iniciais
4201406,420140,Araranguá,SC,2023,Municipal,215.22,210.76,5.903305,5.7,,,Anos Iniciais
4202107,420210,Barra Velha,SC,2023,Municipal,216.45,206.39,5.847323,5.7,,,Anos Iniciais
4205209,420520,Erval Velho,SC,2023,Municipal,216.44,216.03,6.022405,5.7,,,Anos Iniciais
4208807,420880,Jaguaruna,SC,2023,Municipal,221.62,211.36,6.036351,5.7,,,Anos Iniciais
4210407,421040,Maracajá,SC,2023,Municipal,217.71,206.27,5.869187,5.7,,,Anos Iniciais
4213351,421335,Ponte Alta do Norte,SC,2023,Municipal,208.0,209.31,5.739155,5.7,,,Anos Iniciais
4214300,421430,Rancho Queimado,SC,2023,Municipal,218.14,209.83,5.942121,5.7,,,Anos Iniciais
4216008,421600,São Carlos,SC,2023,Municipal,221.53,197.3,5.778997,5.7,,,Anos Iniciais
4218301,421830,Três Barras,SC,2023,Municipal,219.96,208.29,5.948854,5.7,,,Anos Iniciais
4300646,430064,Ametista do Sul,RS,2023,Municipal,219.46,208.62,5.945312,5.7,,,Anos Iniciais
4301057,430105,Arroio do Sal,RS,2023,Municipal,219.2,210.64,5.977077,5.7,,,Anos Iniciais
4302659,430265,Brochier,RS,2023,Municipal,222.59,205.97,5.956863,5.7,,,Anos Iniciais
4303301,430330,Caibaté,RS,2023,Municipal,221.53,206.96,5.954634,5.7,,,Anos Iniciais
4304101,430410,Campos Borges,RS,2023,Municipal,208.48,211.79,5.793406,5.7,,,Anos Iniciais
4304689,430468,Capela de Santana,RS,2023,Municipal,232.53,215.48,6.319466,5.7,,,Anos Iniciais
4304705,430470,Carazinho,RS,2023,Municipal,214.72,209.11,5.863763,5.7,,,Anos Iniciais
4311122,431112,Jaquirana,RS,2023,Municipal,207.75,206.34,5.680384,5.7,,,Anos Iniciais
4311700,431170,Machadinho,RS,2023,Municipal,218.25,199.4,5.754584,5.7,,,Anos Iniciais
4311718,431171,Maçambará,RS,2023,Municipal,219.16,219.2,6.13195,5.7,,,Anos Iniciais
4312500,431250,Mostardas,RS,2023,Municipal,224.88,217.03,6.201656,5.7,,,Anos Iniciais
4313102,431310,Nova Palma,RS,2023,Municipal,221.99,200.05,5.837776,5.7,,,Anos Iniciais
4314050,431405,Parobé,RS,2023,Municipal,217.81,210.73,5.952187,5.7,,,Anos Iniciais
4314100,431410,Passo Fundo,RS,2023,Municipal,222.9,213.04,6.091324,5.7,,,Anos Iniciais
4314779,431477,Pontão,RS,2023,Municipal,215.13,201.21,5.727951,5.7,,,Anos Iniciais
4316402,431640,Rosário do Sul,RS,2023,Municipal,214.79,211.7,5.912189,5.7,,,Anos Iniciais
4320206,432020,Seberi,RS,2023,Municipal,217.7,197.99,5.718451,5.7,,,Anos Iniciais
4321303,432130,Taquari,RS,2023,Municipal,218.02,207.21,5.892194,5.7,,,Anos Iniciais
5000252,500025,Alcinópolis,MS,2023,Municipal,225.66,223.21,6.328905,5.7,,,Anos Iniciais
5005681,500568,Mundo Novo,MS,2023,Municipal,233.44,218.72,6.395742,5.7,,,Anos Iniciais
5005707,500570,Naviraí,MS,2023,Municipal,223.99,213.57,6.121762,5.7,,,Anos Iniciais
5103379,510337,Cotriguaçu,MT,2023,Municipal,212.67,201.9,5.69355,5.7,,,Anos Iniciais
5103502,510350,Diamantino,MT,2023,Municipal,212.54,203.62,5.722341,5.7,,,Anos Iniciais
5103858,510385,Gaúcha do Norte,MT,2023,Municipal,211.55,205.12,5.730721,5.7,,,Anos Iniciais
5106265,510626,Novo Mundo,MT,2023,Municipal,216.39,195.67,5.651269,5.7,,,Anos Iniciais
5106372,510637,Pedra Preta,MT,2023,Municipal,212.03,205.35,5.744063,5.7,,,Anos Iniciais
5106653,510665,Pontal do Araguaia,MT,2023,Municipal,215.37,202.04,5.747622,5.7,,,Anos Iniciais
5107248,510724,Santa Carmem,MT,2023,Municipal,219.21,198.4,5.754722,5.7,,,Anos Iniciais
5107750,510775,Salto do Céu,MT,2023,Municipal,209.48,205.41,5.69649,5.7,,,Anos Iniciais
5200100,520010,Abadiânia,GO,2023,Municipal,217.07,207.85,5.885701,5.7,,,Anos Iniciais
5200803,520080,Alvorada do Norte,GO,2023,Municipal,214.15,201.29,5.710703,5.7,,,Anos Iniciais
5204904,520490,Campos Belos,GO,2023,Municipal,214.42,209.51,5.86531,5.7,,,Anos Iniciais
5205497,520549,Cidade Ocidental,GO,2023,Municipal,215.78,206.94,5.844537,5.7,,,Anos Iniciais
5206206,520620,Cristalina,GO,2023,Municipal,210.46,207.14,5.746647,5.7,,,Anos Iniciais
5207907,520790,Flores de Goiás,GO,2023,Municipal,213.11,202.77,5.717765,5.7,,,Anos Iniciais
5210802,521080,Itajá,GO,2023,Municipal,210.86,202.92,5.677553,5.7,,,Anos Iniciais
5213053,521305,Mimoso de Goiás,GO,2023,Municipal,226.88,219.16,6.278551,5.7,,,Anos Iniciais
5217302,521730,Pirenópolis,GO,2023,Municipal,217.85,203.63,5.823859,5.7,,,Anos Iniciais
5220009,522000,São João d'Aliança,GO,2023,Municipal,216.28,206.3,5.842443,5.7,,,Anos Iniciais
3301801,330180,Engenheiro Paulo de Frontin,RJ,2023,Municipal,218.64,207.5,5.909299,5.6,38,,Anos Iniciais
3302908,330290,Miguel Pereira,RJ,2023,Municipal,218.08,213.64,6.010248,5.6,39,,Anos Iniciais
3303203,330320,Nilópolis,RJ,2023,Municipal,212.36,205.79,5.758361,5.6,40,,Anos Iniciais
3304003,330400,Piraí,RJ,2023,Municipal,216.6,209.53,5.907277,5.6,41,,Anos Iniciais
3304128,330412,Quatis,RJ,2023,Municipal,217.42,202.58,5.796562,5.6,42,,Anos Iniciais
3304409,330440,Rio Claro,RJ,2023,Municipal,212.64,206.45,5.775704,5.6,43,,Anos Iniciais
3305901,330590,Trajano de Moraes,RJ,2023,Municipal,225.51,205.96,6.012406,5.6,44,,Anos Iniciais
3202454,320245,Ibatiba,ES,2023,Municipal,215.48,206.45,5.829903,5.6,72,,Anos Iniciais
3204807,320480,São José do Calçado,ES,2023,Municipal,213.44,204.33,5.752426,5.6,73,,Anos Iniciais
3205010,320501,Sooretama,ES,2023,Municipal,205.97,203.21,5.589505,5.6,74,,Anos Iniciais
3503109,350310,Arandu,SP,2023,Municipal,213.59,196.93,5.620743,5.6,586,,Anos Iniciais
3503505,350350,Areias,SP,2023,Municipal,212.03,195.66,5.567881,5.6,587,,Anos Iniciais
3504909,350490,Bananal,SP,2023,Municipal,221.64,205.19,5.924551,5.6,588,,Anos Iniciais
3506607,350660,Biritiba Mirim,SP,2023,Municipal,215.81,202.89,5.771473,5.6,589,,Anos Iniciais
3509502,350950,Campinas,SP,2023,Municipal,212.25,205.2,5.745534,5.6,590,,Anos Iniciais
3510807,351080,Casa Branca,SP,2023,Municipal,215.5,201.04,5.731921,5.6,591,,Anos Iniciais
3512308,351230,Conchas,SP,2023,Municipal,209.81,201.62,5.633879,5.6,592,,Anos Iniciais
3513504,351350,Cubatão,SP,2023,Municipal,217.95,206.31,5.874495,5.6,593,,Anos Iniciais
3519006,351900,Herculândia,SP,2023,Municipal,210.94,200.44,5.633989,5.6,594,,Anos Iniciais
3519709,351970,Ibiúna,SP,2023,Municipal,214.2,205.15,5.781839,5.6,595,,Anos Iniciais
3520103,352010,Igarapava,SP,2023,Municipal,210.33,201.79,5.646893,5.6,596,,Anos Iniciais
3531100,353110,Mongaguá,SP,2023,Municipal,213.59,203.03,5.731652,5.6,597,,Anos Iniciais
3544103,354410,Rio Grande da Serra,SP,2023,Municipal,208.18,199.88,5.571135,5.6,598,,Anos Iniciais
3550308,355030,São Paulo,SP,2023,Municipal,210.61,198.68,5.595691,5.6,599,,Anos Iniciais
1100056,110005,Cerejeiras,RO,2023,Municipal,215.66,202.41,5.759883,5.6,,,Anos Iniciais
1100296,110029,Santa Luzia D'Oeste,RO,2023,Municipal,221.43,206.32,5.941089,5.6,,,Anos Iniciais
1100304,110030,Vilhena,RO,2023,Municipal,217.23,206.03,5.855663,5.6,,,Anos Iniciais
1100379,110037,Alto Alegre dos Parecis,RO,2023,Municipal,218.65,207.91,5.916944,5.6,,,Anos Iniciais
1101104,110110,Itapuã do Oeste,RO,2023,Municipal,207.6,199.76,5.557885,5.6,,,Anos Iniciais
1101468,110146,Pimenteiras do Oeste,RO,2023,Municipal,215.12,200.51,5.715033,5.6,,,Anos Iniciais
1200104,120010,Brasiléia,AC,2023,Municipal,215.83,202.44,5.763673,5.6,,,Anos Iniciais
1709302,170930,Guaraí,TO,2023,Municipal,207.96,203.24,5.628028,5.6,,,Anos Iniciais
1716653,171665,Pequizeiro,TO,2023,Municipal,203.55,207.58,5.622777,5.6,,,Anos Iniciais
1718758,171875,Rio Sono,TO,2023,Municipal,211.82,201.83,5.676056,5.6,,,Anos Iniciais
1720259,172025,São Salvador do Tocantins,TO,2023,Municipal,209.86,203.87,5.675742,5.6,,,Anos Iniciais
2107100,210710,Morros,MA,2023,Municipal,209.48,200.8,5.612672,5.6,,,Anos Iniciais
2110005,211000,Santa Luzia,MA,2023,Municipal,213.31,200.14,5.673763,5.6,,,Anos Iniciais
2110237,211023,Santana do Maranhão,MA,2023,Municipal,208.31,203.0,5.630344,5.6,,,Anos Iniciais
