co_municipio,co_ibge,no_municipio,uf,ano,rede,saeb_matematica,saeb_lingua_portuguesa,saeb_padronizado,ideb,posição estado,ideb_meta,etapa
3521408,352140,Iracemápolis,SP,2023,Municipal,240.3,219.93,6.548658,6.5,256,,Anos Iniciais
3521507,352150,Irapuã,SP,2023,Municipal,237.82,223.47,6.565693,6.5,257,,Anos Iniciais
3522604,352260,Itapira,SP,2023,Municipal,238.8,224.69,6.606577,6.5,258,,Anos Iniciais
3526803,352680,Lençóis Paulista,SP,2023,Municipal,239.56,220.74,6.549263,6.5,259,,Anos Iniciais
3528601,352860,Manduri,SP,2023,Municipal,233.31,222.43,6.460715,6.5,260,,Anos Iniciais
3529203,352920,Martinópolis,SP,2023,Municipal,235.95,219.9,6.465097,6.5,261,,Anos Iniciais
3531506,353150,Monte Azul Paulista,SP,2023,Municipal,238.41,222.29,6.555498,6.5,262,,Anos Iniciais
3533106,353310,Nova Guataporanga,SP,2023,Municipal,248.12,208.79,6.495349,6.5,263,,Anos Iniciais
3534005,353400,Onda Verde,SP,2023,Municipal,237.03,220.27,6.492435,6.5,264,,Anos Iniciais
3534609,353460,Osvaldo Cruz,SP,2023,Municipal,237.58,221.68,6.528568,6.5,265,,Anos Iniciais
3535507,353550,Paraguaçu Paulista,SP,2023,Municipal,234.36,221.78,6.468935,6.5,266,,Anos Iniciais
3537008,353700,Pedregulho,SP,2023,Municipal,239.42,225.55,6.634046,6.5,267,,Anos Iniciais
3538006,353800,Pindamonhangaba,SP,2023,Municipal,238.38,221.16,6.53438,6.5,268,,Anos Iniciais
3538501,353850,Piquete,SP,2023,Municipal,241.59,220.7,6.587276,6.5,269,,Anos Iniciais
3539004,353900,Pirangi,SP,2023,Municipal,234.13,225.35,6.529455,6.5,270,,Anos Iniciais
3540200,354020,Pontal,SP,2023,Municipal,238.47,217.93,6.477371,6.5,271,,Anos Iniciais
3540705,354070,Porto Ferreira,SP,2023,Municipal,242.47,224.97,6.681706,6.5,272,,Anos Iniciais
3540754,354075,Potim,SP,2023,Municipal,239.81,219.81,6.537125,6.5,273,,Anos Iniciais
3540804,354080,Potirendaba,SP,2023,Municipal,240.38,222.03,6.588366,6.5,274,,Anos Iniciais
3541703,354170,Quatá,SP,2023,Municipal,240.21,218.34,6.518031,6.5,275,,Anos Iniciais
3541802,354180,Queiroz,SP,2023,Municipal,235.32,223.03,6.509983,6.5,276,,Anos Iniciais
3542008,354200,Quintana,SP,2023,Municipal,243.76,213.62,6.499961,6.5,277,,Anos Iniciais
3542602,354260,Registro,SP,2023,Municipal,239.85,222.56,6.587888,6.5,278,,Anos Iniciais
3542800,354280,Ribeira,SP,2023,Municipal,235.91,219.61,6.459061,6.5,279,,Anos Iniciais
3544608,354460,Sabino,SP,2023,Municipal,253.79,221.32,6.831373,6.5,280,,Anos Iniciais
3545704,354570,Santa Albertina,SP,2023,Municipal,233.77,221.46,6.451858,6.5,281,,Anos Iniciais
3547809,354780,Santo André,SP,2023,Municipal,234.85,224.63,6.530105,6.5,282,,Anos Iniciais
3553708,355370,Taquaritinga,SP,2023,Municipal,236.79,221.79,6.515491,6.5,283,,Anos Iniciais
3554656,355465,Torre de Pedra,SP,2023,Municipal,235.65,226.84,6.585554,6.5,284,,Anos Iniciais
3554755,355475,Trabiju,SP,2023,Municipal,248.59,208.08,6.491409,6.5,285,,Anos Iniciais
3556602,355660,Vera Cruz,SP,2023,Municipal,238.96,222.19,6.564176,6.5,286,,Anos Iniciais
1501501,150150,Benevides,PA,2023,Municipal,237.34,220.86,6.509078,6.5,,,Anos Iniciais
2100477,210047,Alto Alegre do Pindaré,MA,2023,Municipal,241.98,214.88,6.488901,6.5,,,Anos Iniciais
2202703,220270,Cocal,PI,2023,Municipal,240.11,223.5,6.609941,6.5,,,Anos Iniciais
2204006,220400,Francinópolis,PI,2023,Municipal,234.54,222.28,6.481461,6.5,,,Anos Iniciais
2204808,220480,Ipiranga do Piauí,PI,2023,Municipal,232.55,223.41,6.46403,6.5,,,Anos Iniciais
2205003,220500,Itainópolis,PI,2023,Municipal,228.17,229.52,6.491533,6.5,,,Anos Iniciais
2300200,230020,Acaraú,CE,2023,Municipal,235.8,224.63,6.548235,6.5,,,Anos Iniciais
2303402,230340,Carnaubal,CE,2023,Municipal,235.24,225.16,6.547184,6.5,,,Anos Iniciais
2303907,230390,Chaval,CE,2023,Municipal,232.46,227.9,6.543949,6.5,,,Anos Iniciais
2303956,230395,Chorozinho,CE,2023,Municipal,237.46,228.26,6.645914,6.5,,,Anos Iniciais
2304103,230410,Crateús,CE,2023,Municipal,232.98,224.08,6.484418,6.5,,,Anos Iniciais
2304202,230420,Crato,CE,2023,Municipal,231.09,227.2,6.505076,6.5,,,Anos Iniciais
2307007,230700,Jaguaruana,CE,2023,Municipal,231.2,225.47,6.475721,6.5,,,Anos Iniciais
2307205,230720,Jati,CE,2023,Municipal,239.76,219.74,6.534898,6.5,,,Anos Iniciais
2309508,230950,Orós,CE,2023,Municipal,236.33,226.76,6.597076,6.5,,,Anos Iniciais
2310852,231085,Pindoretama,CE,2023,Municipal,234.4,224.04,6.51079,6.5,,,Anos Iniciais
2313351,231335,Tejuçuoca,CE,2023,Municipal,225.93,232.35,6.500239,6.5,,,Anos Iniciais
2501534,250153,Baraúna,PB,2023,Municipal,231.28,229.48,6.550157,6.5,,,Anos Iniciais
2504702,250470,Congo,PB,2023,Municipal,236.82,221.28,6.506791,6.5,,,Anos Iniciais
2612000,261200,Sairé,PE,2023,Municipal,251.53,217.5,6.718789,6.5,,,Anos Iniciais
2702108,270210,Colônia Leopoldina,AL,2023,Municipal,243.68,219.37,6.60298,6.5,,,Anos Iniciais
2903003,290300,Barra do Mendes,BA,2023,Municipal,236.31,220.04,6.474513,6.5,,,Anos Iniciais
2904209,290420,Botuporã,BA,2023,Municipal,244.0,224.27,6.698178,6.5,,,Anos Iniciais
2912509,291250,Ibipitanga,BA,2023,Municipal,241.13,222.77,6.616134,6.5,,,Anos Iniciais
2913002,291300,Ibitiara,BA,2023,Municipal,233.19,225.2,6.508789,6.5,,,Anos Iniciais
3100401,310040,Acaiaca,MG,2023,Municipal,232.98,223.47,6.473327,6.5,,,Anos Iniciais
3102050,310205,Alto Caparaó,MG,2023,Municipal,234.71,225.24,6.538524,6.5,,,Anos Iniciais
3102605,310260,Andradas,MG,2023,Municipal,232.89,225.28,6.504518,6.5,,,Anos Iniciais
3104908,310490,Baependi,MG,2023,Municipal,242.81,226.29,6.712195,6.5,,,Anos Iniciais
3105301,310530,Bandeira do Sul,MG,2023,Municipal,240.58,230.59,6.74782,6.5,,,Anos Iniciais
3107109,310710,Boa Esperança,MG,2023,Municipal,237.44,218.64,6.470623,6.5,,,Anos Iniciais
3108305,310830,Borda da Mata,MG,2023,Municipal,236.94,221.99,6.52199,6.5,,,Anos Iniciais
3109501,310950,Cabo Verde,MG,2023,Municipal,233.72,224.3,6.50254,6.5,,,Anos Iniciais
3112307,311230,Capelinha,MG,2023,Municipal,238.78,221.51,6.548378,6.5,,,Anos Iniciais
3113206,311320,Carandaí,MG,2023,Municipal,234.3,225.52,6.53579,6.5,,,Anos Iniciais
3115359,311535,Catas Altas,MG,2023,Municipal,234.13,224.24,6.509273,6.5,,,Anos Iniciais
3115706,311570,Central de Minas,MG,2023,Municipal,234.6,220.76,6.45497,6.5,,,Anos Iniciais
3116605,311660,Cláudio,MG,2023,Municipal,236.11,221.35,6.494514,6.5,,,Anos Iniciais
3116704,311670,Coimbra,MG,2023,Municipal,239.29,217.65,6.487929,6.5,,,Anos Iniciais
3118700,311870,Coqueiral,MG,2023,Municipal,235.86,221.88,6.49938,6.5,,,Anos Iniciais
3119005,311900,Cordislândia,MG,2023,Municipal,247.79,213.21,6.569415,6.5,,,Anos Iniciais
3121902,312190,Divinésia,MG,2023,Municipal,235.49,224.46,6.539228,6.5,,,Anos Iniciais
3127503,312750,Gonzaga,MG,2023,Municipal,234.33,226.78,6.559272,6.5,,,Anos Iniciais
3129004,312900,Guiricema,MG,2023,Municipal,236.92,222.03,6.522336,6.5,,,Anos Iniciais
3130507,313050,Ilicínea,MG,2023,Municipal,234.61,221.92,6.476252,6.5,,,Anos Iniciais
3130655,313065,Indaiabira,MG,2023,Municipal,234.86,225.42,6.544659,6.5,,,Anos Iniciais
3130804,313080,Ingaí,MG,2023,Municipal,236.1,240.89,6.849596,6.5,,,Anos Iniciais
3132107,313210,Itacarambi,MG,2023,Municipal,235.44,221.78,6.489546,6.5,,,Anos Iniciais
3136553,313655,José Raydan,MG,2023,Municipal,241.04,216.69,6.503871,6.5,,,Anos Iniciais
3137403,313740,Lagoa Dourada,MG,2023,Municipal,247.53,223.66,6.754453,6.5,,,Anos Iniciais
3137809,313780,Lambari,MG,2023,Municipal,234.61,225.46,6.540616,6.5,,,Anos Iniciais
3138708,313870,Luminárias,MG,2023,Municipal,239.42,218.51,6.506046,6.5,,,Anos Iniciais
3139102,313910,Madre de Deus de Minas,MG,2023,Municipal,232.77,222.82,6.457501,6.5,,,Anos Iniciais
3141603,314160,Mercês,MG,2023,Municipal,238.32,219.74,6.507417,6.5,,,Anos Iniciais
3141801,314180,Minas Novas,MG,2023,Municipal,234.56,226.34,6.555661,6.5,,,Anos Iniciais
3141900,314190,Minduri,MG,2023,Municipal,233.23,231.75,6.628643,6.5,,,Anos Iniciais
3143302,314330,Montes Claros,MG,2023,Municipal,235.78,221.25,6.486398,6.5,,,Anos Iniciais
3143906,314390,Muriaé,MG,2023,Municipal,238.44,226.16,6.626434,6.5,,,Anos Iniciais
3144805,314480,Nova Lima,MG,2023,Municipal,237.53,223.05,6.552523,6.5,,,Anos Iniciais
3145307,314530,Novo Cruzeiro,MG,2023,Municipal,230.1,226.88,6.480365,6.5,,,Anos Iniciais
3145877,314587,Orizânia,MG,2023,Municipal,230.28,225.54,6.459437,6.5,,,Anos Iniciais
3145901,314590,Ouro Branco,MG,2023,Municipal,244.98,233.83,6.890698,6.5,,,Anos Iniciais
3149200,314920,Pedrinópolis,MG,2023,Municipal,238.28,220.11,6.513381,6.5,,,Anos Iniciais
3150406,315040,Piedade dos Gerais,MG,2023,Municipal,235.65,223.44,6.523736,6.5,,,Anos Iniciais
3151701,315170,Poço Fundo,MG,2023,Municipal,232.66,226.23,6.517402,6.5,,,Anos Iniciais
3152501,315250,Pouso Alegre,MG,2023,Municipal,239.49,223.55,6.599018,6.5,,,Anos Iniciais
3155801,315580,Rio Pomba,MG,2023,Municipal,241.19,221.04,6.585824,6.5,,,Anos Iniciais
3157302,315730,Santa Bárbara do Tugúrio,MG,2023,Municipal,236.53,231.49,6.686893,6.5,,,Anos Iniciais
3157658,315765,Santa Helena de Minas,MG,2023,Municipal,234.6,225.15,6.534788,6.5,,,Anos Iniciais
3160900,316090,São Brás do Suaçuí,MG,2023,Municipal,249.16,235.44,6.999742,6.5,,,Anos Iniciais
3163201,316320,São José do Alegre,MG,2023,Municipal,240.66,224.24,6.633892,6.5,,,Anos Iniciais
3164431,316443,São Sebastião da Vargem Alegre,MG,2023,Municipal,247.17,212.0,6.535583,6.5,,,Anos Iniciais
3165537,316553,Sarzedo,MG,2023,Municipal,235.66,225.13,6.554654,6.5,,,Anos Iniciais
3167400,316740,Silvianópolis,MG,2023,Municipal,238.15,224.41,6.589082,6.5,,,Anos Iniciais
3168903,316890,Tiros,MG,2023,Municipal,240.55,217.77,6.514156,6.5,,,Anos Iniciais
3171402,317140,Vieiras,MG,2023,Municipal,240.04,220.08,6.546423,6.5,,,Anos Iniciais
4100459,410045,Altamira do Paraná,PR,2023,Municipal,248.87,228.93,6.875844,6.5,,,Anos Iniciais
4100509,410050,Altônia,PR,2023,Municipal,242.3,226.8,6.711735,6.5,,,Anos Iniciais
4100806,410080,Alvorada do Sul,PR,2023,Municipal,234.02,229.35,6.600083,6.5,,,Anos Iniciais
4101606,410160,Arapoti,PR,2023,Municipal,241.82,225.38,6.676756,6.5,,,Anos Iniciais
4101705,410170,Araruna,PR,2023,Municipal,243.68,229.18,6.781344,6.5,,,Anos Iniciais
4107256,410725,Douradina,PR,2023,Municipal,237.21,220.66,6.502961,6.5,,,Anos Iniciais
4108551,410855,Godoy Moreira,PR,2023,Municipal,232.55,222.89,6.454575,6.5,,,Anos Iniciais
4110805,411080,Iretama,PR,2023,Municipal,253.44,231.93,7.017603,6.5,,,Anos Iniciais
4113205,411320,Lapa,PR,2023,Municipal,240.6,227.81,6.697656,6.5,,,Anos Iniciais
4113304,411330,Laranjeiras do Sul,PR,2023,Municipal,248.17,234.64,6.966303,6.5,,,Anos Iniciais
4113759,411375,Lunardelli,PR,2023,Municipal,238.12,218.72,6.485055,6.5,,,Anos Iniciais
4116950,411695,Nova Esperança do Sudoeste,PR,2023,Municipal,237.22,221.2,6.51297,6.5,,,Anos Iniciais
4119251,411925,Pinhal de São Bento,PR,2023,Municipal,237.68,218.11,6.465567,6.5,,,Anos Iniciais
4119905,411990,Ponta Grossa,PR,2023,Municipal,238.33,221.77,6.544517,6.5,,,Anos Iniciais
4120002,412000,Porecatu,PR,2023,Municipal,231.56,230.21,6.568773,6.5,,,Anos Iniciais
4121109,412110,Quinta do Sol,PR,2023,Municipal,237.18,224.21,6.566934,6.5,,,Anos Iniciais
4121356,412135,Rancho Alegre D'Oeste,PR,2023,Municipal,242.73,223.65,6.662668,6.5,,,Anos Iniciais
4122008,412200,Rio Azul,PR,2023,Municipal,247.66,225.57,6.791661,6.5,,,Anos Iniciais
4122172,412217,Rio Branco do Ivaí,PR,2023,Municipal,248.47,225.67,6.808938,6.5,,,Anos Iniciais
4123709,412370,Santa Isabel do Ivaí,PR,2023,Municipal,237.93,222.1,6.542883,6.5,,,Anos Iniciais
4124400,412440,Santo Antônio do Sudoeste,PR,2023,Municipal,240.51,222.23,6.594484,6.5,,,Anos Iniciais
4125456,412545,São José das Palmeiras,PR,2023,Municipal,244.5,224.37,6.709538,6.5,,,Anos Iniciais
4201703,420170,Ascurra,SC,2023,Municipal,247.24,234.98,6.954737,6.5,,,Anos Iniciais
4202453,420245,Bombinhas,SC,2023,Municipal,232.58,229.24,6.570602,6.5,,,Anos Iniciais
4202537,420253,Bom Jesus,SC,2023,Municipal,241.26,226.74,6.690797,6.5,,,Anos Iniciais
4202859,420285,Braço do Trombudo,SC,2023,Municipal,235.64,230.5,6.651908,6.5,,,Anos Iniciais
4203303,420330,Campo Alegre,SC,2023,Municipal,242.05,222.14,6.622237,6.5,,,Anos Iniciais
4204301,420430,Concórdia,SC,2023,Municipal,240.35,228.12,6.698521,6.5,,,Anos Iniciais
4204509,420450,Corupá,SC,2023,Municipal,236.11,225.63,6.572332,6.5,,,Anos Iniciais
4204608,420460,Criciúma,SC,2023,Municipal,232.41,224.08,6.47354,6.5,,,Anos Iniciais
4204905,420490,Descanso,SC,2023,Municipal,239.2,228.96,6.691847,6.5,,,Anos Iniciais
4205100,420510,Dona Emma,SC,2023,Municipal,231.64,226.37,6.500482,6.5,,,Anos Iniciais
4205902,420590,Gaspar,SC,2023,Municipal,236.11,224.79,6.55706,6.5,,,Anos Iniciais
4206603,420660,Guarujá do Sul,SC,2023,Municipal,240.9,226.59,6.681199,6.5,,,Anos Iniciais
4206900,420690,Ibirama,SC,2023,Municipal,236.98,228.15,6.634754,6.5,,,Anos Iniciais
4212908,421290,Pinhalzinho,SC,2023,Municipal,239.16,226.29,6.642539,6.5,,,Anos Iniciais
4213807,421380,Praia Grande,SC,2023,Municipal,234.97,229.76,6.625668,6.5,,,Anos Iniciais
4214102,421410,Presidente Nereu,SC,2023,Municipal,235.15,235.15,6.727103,6.5,,,Anos Iniciais
4214151,421415,Princesa,SC,2023,Municipal,247.25,223.23,6.741291,6.5,,,Anos Iniciais
4215307,421530,Salete,SC,2023,Municipal,240.41,224.1,6.626575,6.5,,,Anos Iniciais
4216404,421640,São João do Sul,SC,2023,Municipal,239.72,231.83,6.753953,6.5,,,Anos Iniciais
4218400,421840,Treze de Maio,SC,2023,Municipal,238.96,219.92,6.522904,6.5,,,Anos Iniciais
4301008,430100,Arroio do Meio,RS,2023,Municipal,243.48,227.72,6.750981,6.5,,,Anos Iniciais
4301701,430170,Barão de Cotegipe,RS,2023,Municipal,231.51,227.2,6.513092,6.5,,,Anos Iniciais
4304614,430461,Canudos do Vale,RS,2023,Municipal,245.54,217.94,6.612476,6.5,,,Anos Iniciais
4308300,430830,Fontoura Xavier,RS,2023,Municipal,229.26,231.65,6.551062,6.5,,,Anos Iniciais
4308854,430885,Gentil,RS,2023,Municipal,234.82,220.35,6.451714,6.5,,,Anos Iniciais
4309704,430970,Humaitá,RS,2023,Municipal,238.98,224.71,6.610376,6.5,,,Anos Iniciais
4309803,430980,Ibiaçá,RS,2023,Municipal,234.39,222.5,6.482599,6.5,,,Anos Iniciais
4312054,431205,Marques de Souza,RS,2023,Municipal,243.37,221.15,6.629427,6.5,,,Anos Iniciais
4312450,431245,Morro Redondo,RS,2023,Municipal,240.45,227.69,6.692611,6.5,,,Anos Iniciais
4312609,431260,Muçum,RS,2023,Municipal,250.18,231.09,6.940117,6.5,,,Anos Iniciais
4313037,431303,Nova Esperança do Sul,RS,2023,Municipal,240.4,225.95,6.660021,6.5,,,Anos Iniciais
4313201,431320,Nova Petrópolis,RS,2023,Municipal,241.63,225.72,6.679312,6.5,,,Anos Iniciais
4314001,431400,Paraí,RS,2023,Municipal,234.91,222.34,6.489613,6.5,,,Anos Iniciais
4316709,431670,Santa Bárbara do Sul,RS,2023,Municipal,233.75,225.36,6.522385,6.5,,,Anos Iniciais
4320404,432040,Serafina Corrêa,RS,2023,Municipal,240.88,220.56,6.571181,6.5,,,Anos Iniciais
4321451,432145,Teutônia,RS,2023,Municipal,240.87,227.68,6.700445,6.5,,,Anos Iniciais
4321667,432166,Três Cachoeiras,RS,2023,Municipal,243.93,228.26,6.769387,6.5,,,Anos Iniciais
4322608,432260,Venâncio Aires,RS,2023,Municipal,245.57,230.16,6.83523,6.5,,,Anos Iniciais
5000856,500085,Angélica,MS,2023,Municipal,241.0,229.78,6.741108,6.5,,,Anos Iniciais
5107875,510787,Sapezal,MT,2023,Municipal,237.65,219.75,6.494813,6.5,,,Anos Iniciais
5200555,520055,Alto Horizonte,GO,2023,Municipal,236.62,221.57,6.508247,6.5,,,Anos Iniciais
5205059,520505,Castelândia,GO,2023,Municipal,240.88,232.07,6.780454,6.5,,,Anos Iniciais
5205455,520545,Cezarina,GO,2023,Municipal,235.92,219.3,6.453616,6.5,,,Anos Iniciais
5208103,520810,Formoso,GO,2023,Municipal,232.92,223.01,6.463818,6.5,,,Anos Iniciais
5208707,520870,Goiânia,GO,2023,Municipal,235.98,223.79,6.536397,6.5,,,Anos Iniciais
5212204,521220,Jussara,GO,2023,Municipal,233.31,223.2,6.474715,6.5,,,Anos Iniciais
5214507,521450,Nerópolis,GO,2023,Municipal,233.36,226.21,6.530397,6.5,,,Anos Iniciais
5217708,521770,Pontalina,GO,2023,Municipal,234.35,228.63,6.59329,6.5,,,Anos Iniciais
5219258,521925,Santa Fé de Goiás,GO,2023,Municipal,232.25,224.85,6.484486,6.5,,,Anos Iniciais
5220108,522010,São Luís de Montes Belos,GO,2023,Municipal,233.55,223.79,6.490023,6.5,,,Anos Iniciais
5221551,522155,Turvelândia,GO,2023,Municipal,238.2,232.01,6.728218,6.5,,,Anos Iniciais
5221601,522160,Uruaçu,GO,2023,Municipal,235.26,221.56,6.482111,6.5,,,Anos Iniciais
5221908,522190,Varjão,GO,2023,Municipal,238.09,218.93,6.4883,6.5,,,Anos Iniciais
3300605,330060,Bom Jesus do Itabapoana,RJ,2023,Municipal,234.3,220.31,6.441063,6.4,6,,Anos Iniciais
3200359,320035,Alto Rio Novo,ES,2023,Municipal,233.54,228.13,6.568741,6.4,30,,Anos Iniciais
3201001,320100,Boa Esperança,ES,2023,Municipal,233.73,223.87,6.494913,6.4,31,,Anos Iniciais
3201407,320140,Castelo,ES,2023,Municipal,235.59,228.9,6.621863,6.4,32,,Anos Iniciais
3204401,320440,Rio Novo do Sul,ES,2023,Municipal,243.04,230.78,6.798221,6.4,33,,Anos Iniciais
3204658,320465,São Domingos do Norte,ES,2023,Municipal,232.12,222.35,6.436551,6.4,34,,Anos Iniciais
3501301,350130,Álvares Machado,SP,2023,Municipal,241.08,219.1,6.548452,6.4,287,,Anos Iniciais
3502002,350200,Analândia,SP,2023,Municipal,236.43,228.4,6.628803,6.4,288,,Anos Iniciais
3503802,350380,Artur Nogueira,SP,2023,Municipal,236.55,218.09,6.443638,6.4,289,,Anos Iniciais
3503901,350390,Arujá,SP,2023,Municipal,234.06,219.27,6.417574,6.4,290,,Anos Iniciais
3504008,350400,Assis,SP,2023,Municipal,233.42,218.24,6.386633,6.4,291,,Anos Iniciais
3505708,350570,Barueri,SP,2023,Municipal,233.55,224.03,6.494387,6.4,292,,Anos Iniciais
3506102,350610,Bebedouro,SP,2023,Municipal,233.23,217.36,6.367007,6.4,293,,Anos Iniciais
3506904,350690,Bofete,SP,2023,Municipal,232.37,219.66,6.392413,6.4,294,,Anos Iniciais
3507456,350745,Borebi,SP,2023,Municipal,236.88,228.6,6.641027,6.4,295,,Anos Iniciais
3508207,350820,Buritizal,SP,2023,Municipal,239.57,217.83,6.496545,6.4,296,,Anos Iniciais
3510401,351040,Capivari,SP,2023,Municipal,241.23,226.21,6.680588,6.4,297,,Anos Iniciais
3510500,351050,Caraguatatuba,SP,2023,Municipal,234.18,219.55,6.424955,6.4,298,,Anos Iniciais
3511201,351120,Catiguá,SP,2023,Municipal,232.97,217.57,6.365863,6.4,299,,Anos Iniciais
3511706,351170,Charqueada,SP,2023,Municipal,235.4,220.35,6.462783,6.4,300,,Anos Iniciais
3515202,351520,Estrela d'Oeste,SP,2023,Municipal,244.24,221.94,6.660394,6.4,301,,Anos Iniciais
3516705,351670,Garça,SP,2023,Municipal,232.58,218.36,6.372784,6.4,302,,Anos Iniciais
3517901,351790,Guaraci,SP,2023,Municipal,229.06,222.79,6.386154,6.4,303,,Anos Iniciais
3518404,351840,Guaratinguetá,SP,2023,Municipal,234.85,220.49,6.454832,6.4,304,,Anos Iniciais
3519071,351907,Hortolândia,SP,2023,Municipal,232.85,224.03,6.481028,6.4,305,,Anos Iniciais
3519501,351950,Ibirarema,SP,2023,Municipal,234.85,219.84,6.443014,6.4,306,,Anos Iniciais
3520426,352042,Ilha Comprida,SP,2023,Municipal,230.17,220.83,6.371701,6.4,307,,Anos Iniciais
3520608,352060,Indiana,SP,2023,Municipal,237.26,218.58,6.466097,6.4,308,,Anos Iniciais
3522000,352200,Itaju,SP,2023,Municipal,239.11,214.56,6.428312,6.4,309,,Anos Iniciais
3522653,352265,Itapirapuã Paulista,SP,2023,Municipal,241.66,211.52,6.421703,6.4,310,,Anos Iniciais
3523008,352300,Itapura,SP,2023,Municipal,238.01,216.77,6.447501,6.4,311,,Anos Iniciais
3523602,352360,Itirapina,SP,2023,Municipal,236.62,217.97,6.442793,6.4,312,,Anos Iniciais
3525300,352530,Jaú,SP,2023,Municipal,235.79,219.62,6.456953,6.4,313,,Anos Iniciais
3525805,352580,Júlio Mesquita,SP,2023,Municipal,238.87,210.89,6.357004,6.4,314,,Anos Iniciais
3526209,352620,Juquitiba,SP,2023,Municipal,233.54,220.53,6.430559,6.4,315,,Anos Iniciais
3527504,352750,Lucianópolis,SP,2023,Municipal,239.14,227.25,6.659611,6.4,316,,Anos Iniciais
3528809,352880,Maracaí,SP,2023,Municipal,237.02,215.21,6.400244,6.4,317,,Anos Iniciais
3529658,352965,Mesópolis,SP,2023,Municipal,240.18,219.47,6.538004,6.4,318,,Anos Iniciais
3531209,353120,Monte Alegre do Sul,SP,2023,Municipal,243.06,225.77,6.707511,6.4,319,,Anos Iniciais
3531308,353130,Monte Alto,SP,2023,Municipal,234.1,219.3,6.418883,6.4,320,,Anos Iniciais
3532108,353210,Murutinga do Sul,SP,2023,Municipal,228.64,225.74,6.431775,6.4,321,,Anos Iniciais
3532827,353282,Nova Campina,SP,2023,Municipal,233.22,224.87,6.503362,6.4,322,,Anos Iniciais
3533809,353380,Óleo,SP,2023,Municipal,237.84,214.32,6.399711,6.4,323,,Anos Iniciais
3535804,353580,Paranapanema,SP,2023,Municipal,245.1,207.52,6.414625,6.4,324,,Anos Iniciais
3537503,353750,Pereiras,SP,2023,Municipal,241.24,227.48,6.70387,6.4,325,,Anos Iniciais
3538709,353870,Piracicaba,SP,2023,Municipal,236.75,221.59,6.511092,6.4,326,,Anos Iniciais
3540408,354040,Populina,SP,2023,Municipal,246.61,215.51,6.588714,6.4,327,,Anos Iniciais
3543105,354310,Ribeirão Corrente,SP,2023,Municipal,237.83,220.5,6.511884,6.4,328,,Anos Iniciais
3543204,354320,Ribeirão do Sul,SP,2023,Municipal,232.22,220.48,6.404459,6.4,329,,Anos Iniciais
3543238,354323,Ribeirão dos Índios,SP,2023,Municipal,225.76,233.86,6.52445,6.4,330,,Anos Iniciais
3546256,354625,Santa Cruz da Esperança,SP,2023,Municipal,229.16,223.88,6.407881,6.4,331,,Anos Iniciais
3546603,354660,Santa Fé do Sul,SP,2023,Municipal,234.92,219.57,6.439441,6.4,332,,Anos Iniciais
3547304,354730,Santana de Parnaíba,SP,2023,Municipal,232.26,222.18,6.436132,6.4,333,,Anos Iniciais
3548054,354805,Santo Antônio do Aracanguá,SP,2023,Municipal,237.49,217.82,6.456668,6.4,334,,Anos Iniciais
3549805,354980,São José do Rio Preto,SP,2023,Municipal,234.98,222.04,6.485495,6.4,335,,Anos Iniciais
3550001,355000,São Luiz do Paraitinga,SP,2023,Municipal,240.05,224.39,6.624978,6.4,336,,Anos Iniciais
3550209,355020,São Miguel Arcanjo,SP,2023,Municipal,233.7,216.13,6.353613,6.4,337,,Anos Iniciais
3556206,355620,Valinhos,SP,2023,Municipal,236.4,228.2,6.624594,6.4,338,,Anos Iniciais
3556701,355670,Vinhedo,SP,2023,Municipal,241.76,225.68,6.681066,6.4,339,,Anos Iniciais
3557006,355700,Votorantim,SP,2023,Municipal,234.44,217.52,6.393008,6.4,340,,Anos Iniciais
1200401,120040,Rio Branco,AC,2023,Municipal,235.85,223.38,6.526461,6.4,,,Anos Iniciais
2100501,210050,Alto Parnaíba,MA,2023,Municipal,238.34,220.95,6.529799,6.4,,,Anos Iniciais
2202083,220208,Cajueiro da Praia,PI,2023,Municipal,231.77,220.06,6.388235,6.4,,,Anos Iniciais
2206506,220650,Monsenhor Hipólito,PI,2023,Municipal,229.87,220.43,6.358703,6.4,,,Anos Iniciais
2207108,220710,Olho D'Água do Piauí,PI,2023,Municipal,236.99,217.8,6.446763,6.4,,,Anos Iniciais
2207355,220735,Pajeú do Piauí,PI,2023,Municipal,231.23,222.63,6.424657,6.4,,,Anos Iniciais
2208908,220890,Ribeiro Gonçalves,PI,2023,Municipal,236.0,217.56,6.423506,6.4,,,Anos Iniciais
2211001,221100,Teresina,PI,2023,Municipal,228.95,228.32,6.4846,6.4,,,Anos Iniciais
2304301,230430,Farias Brito,CE,2023,Municipal,231.19,219.58,6.368439,6.4,,,Anos Iniciais
2306405,230640,Itapipoca,CE,2023,Municipal,232.37,222.43,6.442777,6.4,,,Anos Iniciais
2307650,230765,Maracanaú,CE,2023,Municipal,226.96,226.07,6.405714,6.4,,,Anos Iniciais
2311108,231110,Porteiras,CE,2023,Municipal,232.25,219.51,6.387396,6.4,,,Anos Iniciais
2311264,231126,Quiterianópolis,CE,2023,Municipal,229.87,225.28,6.446885,6.4,,,Anos Iniciais
2312403,231240,São Gonçalo do Amarante,CE,2023,Municipal,230.39,221.09,6.380627,6.4,,,Anos Iniciais
2312502,231250,São João do Jaguaribe,CE,2023,Municipal,231.68,219.0,6.367245,6.4,,,Anos Iniciais
